BOS,679169
ATL,669609
LGA,663659
JFK,625496
ORD,620576
DFW,610669
DTW,601537
EWR,587270
CLT,554474
PHL,549880
MIA,497506
DEN,426140
IAD,410592
SFO,353591
OAK,223113
